 time            v(inp)          v(out)         
 5.13047600e-07  3.10000000e-01  3.13339208e-01 
 5.14147600e-07  3.10000000e-01  3.13339858e-01 
 5.15247600e-07  3.10000000e-01  3.13340369e-01 
 5.16347600e-07  3.10000000e-01  3.13340894e-01 
 5.17447600e-07  3.10000000e-01  3.13341283e-01 
 5.18547600e-07  3.10000000e-01  3.13341687e-01 
 5.19647600e-07  3.10000000e-01  3.13341958e-01 
 5.20747600e-07  3.10000000e-01  3.13342246e-01 
 5.21847600e-07  3.10000000e-01  3.13342403e-01 
 5.22947600e-07  3.10000000e-01  3.13342580e-01 
 5.24047600e-07  3.10000000e-01  3.13342626e-01 
 5.25147600e-07  3.10000000e-01  3.13342696e-01 
 5.26247600e-07  3.10000000e-01  3.13342637e-01 
 5.27347600e-07  3.10000000e-01  3.13342603e-01 
 5.28447600e-07  3.10000000e-01  3.13342442e-01 
 5.29547600e-07  3.10000000e-01  3.13342309e-01 
 5.30647600e-07  3.10000000e-01  3.13342051e-01 
 5.31747600e-07  3.10000000e-01  3.13341822e-01 
 5.32847600e-07  3.10000000e-01  3.13341470e-01 
 5.33947600e-07  3.10000000e-01  3.13341149e-01 
 5.35047600e-07  3.10000000e-01  3.13340708e-01 
 5.36147600e-07  3.10000000e-01  3.13340298e-01 
 5.37247600e-07  3.10000000e-01  3.13339771e-01 
 5.38347600e-07  3.10000000e-01  3.13339277e-01 
 5.39447600e-07  3.10000000e-01  3.13338667e-01 
 5.40547600e-07  3.10000000e-01  3.13338093e-01 
 5.41647600e-07  3.10000000e-01  3.13337403e-01 
 5.42747600e-07  3.10000000e-01  3.13336752e-01 
 5.43847600e-07  3.10000000e-01  3.13335987e-01 
 5.44947600e-07  3.10000000e-01  3.13335261e-01 
 5.46047600e-07  3.10000000e-01  3.13334424e-01 
 5.47147600e-07  3.10000000e-01  3.13333628e-01 
 5.48247600e-07  3.10000000e-01  3.13332722e-01 
 5.49347600e-07  3.10000000e-01  3.13331859e-01 
 5.50447600e-07  3.10000000e-01  3.13330887e-01 
 5.51547600e-07  3.10000000e-01  3.13329960e-01 
 5.52647600e-07  3.10000000e-01  3.13328926e-01 
 5.53747600e-07  3.10000000e-01  3.13327937e-01 
 5.54847600e-07  3.10000000e-01  3.13326843e-01 
 5.55947600e-07  3.10000000e-01  3.13325797e-01 
 5.57047600e-07  3.10000000e-01  3.13324646e-01 
 5.58147600e-07  3.10000000e-01  3.13323545e-01 
 5.59247600e-07  3.10000000e-01  3.13322341e-01 
 5.60347600e-07  3.10000000e-01  3.13321187e-01 
 5.61447600e-07  3.10000000e-01  3.13319932e-01 
 5.62547600e-07  3.10000000e-01  3.13318729e-01 
 5.63647600e-07  3.10000000e-01  3.13317426e-01 
 5.64747600e-07  3.10000000e-01  3.13316176e-01 
 5.65847600e-07  3.10000000e-01  3.13314829e-01 
 5.66947600e-07  3.10000000e-01  3.13313535e-01 
 5.68047600e-07  3.10000000e-01  3.13312144e-01 
 5.69147600e-07  3.10000000e-01  3.13310808e-01 
 5.70247600e-07  3.10000000e-01  3.13309378e-01 
 5.71347600e-07  3.10000000e-01  3.13308003e-01 
 5.72447600e-07  3.10000000e-01  3.13306535e-01 
 5.73547600e-07  3.10000000e-01  3.13305124e-01 
 5.74647600e-07  3.10000000e-01  3.13303620e-01 
 5.75747600e-07  3.10000000e-01  3.13302175e-01 
 5.76847600e-07  3.10000000e-01  3.13300639e-01 
 5.77947600e-07  3.10000000e-01  3.13299162e-01 
 5.79047600e-07  3.10000000e-01  3.13297594e-01 
 5.80147600e-07  3.10000000e-01  3.13296088e-01 
 5.81247600e-07  3.10000000e-01  3.13294492e-01 
 5.82347600e-07  3.10000000e-01  3.13292958e-01 
 5.83447600e-07  3.10000000e-01  3.13291336e-01 
 5.84547600e-07  3.10000000e-01  3.13289777e-01 
 5.85647600e-07  3.10000000e-01  3.13288131e-01 
 5.86747600e-07  3.10000000e-01  3.13286549e-01 
 5.87847600e-07  3.10000000e-01  3.13284880e-01 
 5.88947600e-07  3.10000000e-01  3.13283276e-01 
 5.90047600e-07  3.10000000e-01  3.13281588e-01 
 5.91147600e-07  3.10000000e-01  3.13279965e-01 
 5.92247600e-07  3.10000000e-01  3.13278257e-01 
 5.93347600e-07  3.10000000e-01  3.13276617e-01 
 5.94447600e-07  3.10000000e-01  3.13274893e-01 
 5.95547600e-07  3.10000000e-01  3.13273237e-01 
 5.96647600e-07  3.10000000e-01  3.13271499e-01 
 5.97747600e-07  3.10000000e-01  3.13269829e-01 
 5.98847600e-07  3.10000000e-01  3.13268077e-01 
 5.99947600e-07  3.10000000e-01  3.13266395e-01 
 6.01047600e-07  3.10000000e-01  3.13264632e-01 
 6.02147600e-07  3.10000000e-01  3.13262939e-01 
 6.03247600e-07  3.10000000e-01  3.13261167e-01 
 6.04347600e-07  3.10000000e-01  3.13259465e-01 
 6.05447600e-07  3.10000000e-01  3.13257684e-01 
 6.06547600e-07  3.10000000e-01  3.13255974e-01 
 6.07647600e-07  3.10000000e-01  3.13254187e-01 
 6.08747600e-07  3.10000000e-01  3.13252471e-01 
 6.09847600e-07  3.10000000e-01  3.13250678e-01 
 6.10947600e-07  3.10000000e-01  3.13248959e-01 
 6.12047600e-07  3.10000000e-01  3.13247162e-01 
 6.13147600e-07  3.10000000e-01  3.13245438e-01 
 6.14247600e-07  3.10000000e-01  3.13243639e-01 
 6.15347600e-07  3.10000000e-01  3.13241914e-01 
 6.16447600e-07  3.10000000e-01  3.13240113e-01 
 6.17547600e-07  3.10000000e-01  3.13238387e-01 
 6.18647600e-07  3.10000000e-01  3.13236587e-01 
 6.19747600e-07  3.10000000e-01  3.13234862e-01 
 6.20847600e-07  3.10000000e-01  3.13233062e-01 
 6.21947600e-07  3.10000000e-01  3.13231339e-01 
 6.23047600e-07  3.10000000e-01  3.13229541e-01 
 6.24147600e-07  3.10000000e-01  3.13227821e-01 
 6.25247600e-07  3.10000000e-01  3.13226027e-01 
 6.26347600e-07  3.10000000e-01  3.13224310e-01 
 6.27447600e-07  3.10000000e-01  3.13222521e-01 
 6.28547600e-07  3.10000000e-01  3.13220809e-01 
 6.29647600e-07  3.10000000e-01  3.13219026e-01 
 6.30747600e-07  3.10000000e-01  3.13217320e-01 
 6.31847600e-07  3.10000000e-01  3.13215543e-01 
 6.32947600e-07  3.10000000e-01  3.13213844e-01 
 6.34047600e-07  3.10000000e-01  3.13212074e-01 
 6.35147600e-07  3.10000000e-01  3.13210384e-01 
 6.36247600e-07  3.10000000e-01  3.13208622e-01 
 6.37347600e-07  3.10000000e-01  3.13206940e-01 
 6.38447600e-07  3.10000000e-01  3.13205188e-01 
 6.39547600e-07  3.10000000e-01  3.13203515e-01 
 6.40647600e-07  3.10000000e-01  3.13201773e-01 
 6.41747600e-07  3.10000000e-01  3.13200111e-01 
 6.42847600e-07  3.10000000e-01  3.13198379e-01 
 6.43947600e-07  3.10000000e-01  3.13196728e-01 
 6.45047600e-07  3.10000000e-01  3.13195008e-01 
 6.46147600e-07  3.10000000e-01  3.13193369e-01 
 6.47247600e-07  3.10000000e-01  3.13191661e-01 
 6.48347600e-07  3.10000000e-01  3.13190034e-01 
 6.49447600e-07  3.10000000e-01  3.13188339e-01 
 6.50547600e-07  3.10000000e-01  3.13186726e-01 
 6.51647600e-07  3.10000000e-01  3.13185044e-01 
 6.52747600e-07  3.10000000e-01  3.13183445e-01 
 6.53847600e-07  3.10000000e-01  3.13181777e-01 
 6.54947600e-07  3.10000000e-01  3.13180192e-01 
 6.56047600e-07  3.10000000e-01  3.13178539e-01 
 6.57147600e-07  3.10000000e-01  3.13176969e-01 
 6.58247600e-07  3.10000000e-01  3.13175331e-01 
 6.59347600e-07  3.10000000e-01  3.13173777e-01 
 6.60447600e-07  3.10000000e-01  3.13172155e-01 
 6.61547600e-07  3.10000000e-01  3.13170616e-01 
 6.62647600e-07  3.10000000e-01  3.13169010e-01 
 6.63747600e-07  3.10000000e-01  3.13167488e-01 
 6.64847600e-07  3.10000000e-01  3.13165899e-01 
 6.65947600e-07  3.10000000e-01  3.13164393e-01 
 6.67047600e-07  3.10000000e-01  3.13162821e-01 
 6.68147600e-07  3.10000000e-01  3.13161333e-01 
 6.69247600e-07  3.10000000e-01  3.13159779e-01 
 6.70347600e-07  3.10000000e-01  3.13158308e-01 
 6.71447600e-07  3.10000000e-01  3.13156771e-01 
 6.72547600e-07  3.10000000e-01  3.13155319e-01 
 6.73647600e-07  3.10000000e-01  3.13153800e-01 
 6.74747600e-07  3.10000000e-01  3.13152366e-01 
 6.75847600e-07  3.10000000e-01  3.13150866e-01 
 6.76947600e-07  3.10000000e-01  3.13149450e-01 
 6.78047600e-07  3.10000000e-01  3.13147969e-01 
 6.79147600e-07  3.10000000e-01  3.13146572e-01 
 6.80247600e-07  3.10000000e-01  3.13145110e-01 
 6.81347600e-07  3.10000000e-01  3.13143732e-01 
 6.82447600e-07  3.10000000e-01  3.13142289e-01 
 6.83547600e-07  3.10000000e-01  3.13140930e-01 
 6.84647600e-07  3.10000000e-01  3.13139507e-01 
 6.85747600e-07  3.10000000e-01  3.13138168e-01 
 6.86847600e-07  3.10000000e-01  3.13136765e-01 
 6.87947600e-07  3.10000000e-01  3.13135445e-01 
 6.89047600e-07  3.10000000e-01  3.13134062e-01 
 6.90147600e-07  3.10000000e-01  3.13132762e-01 
 6.91247600e-07  3.10000000e-01  3.13131399e-01 
 6.92347600e-07  3.10000000e-01  3.13130120e-01 
 6.93447600e-07  3.10000000e-01  3.13128776e-01 
 6.94547600e-07  3.10000000e-01  3.13127517e-01 
 6.95647600e-07  3.10000000e-01  3.13126194e-01 
 6.96747600e-07  3.10000000e-01  3.13124955e-01 
 6.97847600e-07  3.10000000e-01  3.13123652e-01 
 6.98947600e-07  3.10000000e-01  3.13122434e-01 
 7.00047600e-07  3.10000000e-01  3.13121152e-01 
 7.01147600e-07  3.10000000e-01  3.13119954e-01 
 7.02247600e-07  3.10000000e-01  3.13118692e-01 
 7.03347600e-07  3.10000000e-01  3.13117515e-01 
 7.04447600e-07  3.10000000e-01  3.13116273e-01 
 7.05547600e-07  3.10000000e-01  3.13115117e-01 
 7.06647600e-07  3.10000000e-01  3.13113896e-01 
 7.07747600e-07  3.10000000e-01  3.13112760e-01 
 7.08847600e-07  3.10000000e-01  3.13111560e-01 
 7.09947600e-07  3.10000000e-01  3.13110445e-01 
 7.11047600e-07  3.10000000e-01  3.13109265e-01 
 7.12147600e-07  3.10000000e-01  3.13108171e-01 
 7.13247600e-07  3.10000000e-01  3.13107012e-01 
 7.14347600e-07  3.10000000e-01  3.13105938e-01 
 7.15447600e-07  3.10000000e-01  3.13104799e-01 
 7.16547600e-07  3.10000000e-01  3.13103746e-01 
 7.17647600e-07  3.10000000e-01  3.13102628e-01 
 7.18747600e-07  3.10000000e-01  3.13101595e-01 
 7.19847600e-07  3.10000000e-01  3.13100498e-01 
 7.20947600e-07  3.10000000e-01  3.13099486e-01 
 7.22047600e-07  3.10000000e-01  3.13098409e-01 
 7.23147600e-07  3.10000000e-01  3.13097417e-01 
 7.24247600e-07  3.10000000e-01  3.13096360e-01 
 7.25347600e-07  3.10000000e-01  3.13095388e-01 
 7.26447600e-07  3.10000000e-01  3.13094352e-01 
 7.27547600e-07  3.10000000e-01  3.13093401e-01 
 7.28647600e-07  3.10000000e-01  3.13092385e-01 
 7.29747600e-07  3.10000000e-01  3.13091454e-01 
 7.30847600e-07  3.10000000e-01  3.13090458e-01 
 7.31947600e-07  3.10000000e-01  3.13089546e-01 
 7.33047600e-07  3.10000000e-01  3.13088570e-01 
 7.34147600e-07  3.10000000e-01  3.13087679e-01 
 7.35247600e-07  3.10000000e-01  3.13086723e-01 
 7.36347600e-07  3.10000000e-01  3.13085851e-01 
 7.37447600e-07  3.10000000e-01  3.13084915e-01 
 7.38547600e-07  3.10000000e-01  3.13084063e-01 
 7.39647600e-07  3.10000000e-01  3.13083146e-01 
 7.40747600e-07  3.10000000e-01  3.13082314e-01 
 7.41847600e-07  3.10000000e-01  3.13081416e-01 
 7.42947600e-07  3.10000000e-01  3.13080603e-01 
 7.44047600e-07  3.10000000e-01  3.13079725e-01 
