 frequency       vr(out)         vi(out)        
 1.00000000e+07 -6.29653568e-02 -6.09328160e-02 
 1.05776756e+07 -6.06340726e-02 -5.31452158e-02 
 1.11887221e+07 -5.80367818e-02 -4.59329106e-02 
 1.18350673e+07 -5.52153041e-02 -3.92954871e-02 
 1.25187503e+07 -5.22124491e-02 -3.32292899e-02 
 1.32419279e+07 -4.90715502e-02 -2.77269551e-02 
 1.40068818e+07 -4.58358626e-02 -2.27770556e-02 
 1.48160252e+07 -4.25478542e-02 -1.83638940e-02 
 1.56719108e+07 -3.92484335e-02 -1.44674691e-02 
 1.65772389e+07 -3.59761621e-02 -1.10636319e-02 
 1.75348655e+07 -3.27665021e-02 -8.12442764e-03 
 1.85478119e+07 -2.96511488e-02 -5.61861186e-03 
 1.96192737e+07 -2.66574904e-02 -3.51231053e-03 
 2.07526313e+07 -2.38082280e-02 -1.76978559e-03 
 2.19514602e+07 -2.11211740e-02 -3.54260106e-04 
 2.32195425e+07 -1.86092365e-02  7.71245414e-04 
 2.45608788e+07 -1.62805802e-02  1.64311218e-03 
 2.59797009e+07 -1.41389433e-02  2.29639840e-03 
 2.74804848e+07 -1.21840826e-02  2.76422257e-03 
 2.90679654e+07 -1.04123099e-02  3.07727623e-03 
 3.07471508e+07 -8.81708293e-03  3.26347624e-03 
 3.25233387e+07 -7.38961554e-03  3.34775623e-03 
 3.44021326e+07 -6.11947318e-03  3.35198799e-03 
 3.63894599e+07 -4.99512890e-03  3.29501651e-03 
 3.84915902e+07 -4.00445978e-03  3.19278836e-03 
 4.07151555e+07 -3.13517167e-03  3.05855074e-03 
 4.30671707e+07 -2.37514677e-03  2.90309898e-03 
 4.55550561e+07 -1.71271414e-03  2.73505177e-03 
 4.81866605e+07 -1.13684766e-03  2.56113640e-03 
 5.09702863e+07 -6.37299026e-04  2.38646961e-03 
 5.39147154e+07 -2.04675191e-04  2.21482354e-03 
 5.70292370e+07  1.69529686e-04  2.04886921e-03 
 6.03236769e+07  4.92937872e-04  1.89039356e-03 
 6.38084285e+07  7.72318076e-04  1.74048810e-03 
 6.74944857e+07  1.01363383e-03  1.59970922e-03 
 7.13934775e+07  1.22210345e-03  1.46821190e-03 
 7.55177045e+07  1.40226625e-03  1.34585877e-03 
 7.98801781e+07  1.55805072e-03  1.23230773e-03 
 8.44946611e+07  1.69284174e-03  1.12708083e-03 
 8.93757115e+07  1.80954463e-03  1.02961744e-03 
 9.45387283e+07  1.91064478e-03  9.39314591e-04 
 1.00000000e+08  1.99826205e-03  8.55556709e-04 
