 v-sweep         ID              Gm             
 1.08000000e+00  1.45224779e-04  2.92875020e-04 
 1.09000000e+00  1.48163545e-04  2.94872517e-04 
 1.10000000e+00  1.51122115e-04  2.96835850e-04 
 1.11000000e+00  1.54100148e-04  2.98765197e-04 
 1.12000000e+00  1.57097306e-04  3.00660738e-04 
 1.13000000e+00  1.60113251e-04  3.02522663e-04 
 1.14000000e+00  1.63147648e-04  3.04351163e-04 
 1.15000000e+00  1.66200164e-04  3.06146434e-04 
 1.16000000e+00  1.69270467e-04  3.07908677e-04 
 1.17000000e+00  1.72358228e-04  3.09638093e-04 
 1.18000000e+00  1.75463120e-04  3.11334889e-04 
 1.19000000e+00  1.78584817e-04  3.12999271e-04 
 1.20000000e+00  1.81714810e-04  3.14631449e-04 
 1.21000000e+00  1.84869312e-04  3.16231631e-04 
 1.22000000e+00  1.88039656e-04  3.17800028e-04 
 1.23000000e+00  1.91225525e-04  3.19336850e-04 
 1.24000000e+00  1.94426603e-04  3.20842303e-04 
 1.25000000e+00  1.97642580e-04  3.22316596e-04 
 1.26000000e+00  2.00873143e-04  3.23759932e-04 
 1.27000000e+00  2.04117985e-04  3.25172513e-04 
 1.28000000e+00  2.07376798e-04  3.26554538e-04 
 1.29000000e+00  2.10649279e-04  3.27906199e-04 
 1.30000000e+00  2.13935125e-04  3.29227686e-04 
 1.31000000e+00  2.17234034e-04  3.30519180e-04 
 1.32000000e+00  2.20545708e-04  3.31780858e-04 
 1.33000000e+00  2.23869850e-04  3.33012888e-04 
 1.34000000e+00  2.27206163e-04  3.34215429e-04 
 1.35000000e+00  2.30554355e-04  3.35388633e-04 
 1.36000000e+00  2.33914131e-04  3.36532639e-04 
 1.37000000e+00  2.37285202e-04  3.37647575e-04 
 1.38000000e+00  2.40667277e-04  3.38733559e-04 
 1.39000000e+00  2.44060066e-04  3.39790693e-04 
 1.40000000e+00  2.47463283e-04  3.40819065e-04 
 1.41000000e+00  2.50876639e-04  3.41818746e-04 
 1.42000000e+00  2.54299849e-04  3.42789793e-04 
 1.43000000e+00  2.57732626e-04  3.43732240e-04 
 1.44000000e+00  2.61174684e-04  3.44646105e-04 
 1.45000000e+00  2.64625738e-04  3.45531382e-04 
 1.46000000e+00  2.68085502e-04  3.46388044e-04 
 1.47000000e+00  2.71553690e-04  3.47216037e-04 
 1.48000000e+00  2.75030014e-04  3.48015284e-04 
 1.49000000e+00  2.78514187e-04  3.48785676e-04 
 1.50000000e+00  2.82005920e-04  3.49527079e-04 
