 v-sweep         ID              Gds            
 5.76000000e-01  7.39843897e-07  2.21091933e-07 
 5.82000000e-01  7.41167334e-07  2.20065552e-07 
 5.88000000e-01  7.42484644e-07  2.19048948e-07 
 5.94000000e-01  7.43795883e-07  2.18042008e-07 
 6.00000000e-01  7.45101109e-07  2.17044619e-07 
 6.06000000e-01  7.46400380e-07  2.16056667e-07 
 6.12000000e-01  7.47693751e-07  2.15078042e-07 
 6.18000000e-01  7.48981279e-07  2.14108630e-07 
 6.24000000e-01  7.50263018e-07  2.13148322e-07 
 6.30000000e-01  7.51539023e-07  2.12197006e-07 
 6.36000000e-01  7.52809346e-07  2.11254573e-07 
 6.42000000e-01  7.54074042e-07  2.10320914e-07 
 6.48000000e-01  7.55333162e-07  2.09395921e-07 
 6.54000000e-01  7.56586758e-07  2.08479488e-07 
 6.60000000e-01  7.57834882e-07  2.07571508e-07 
 6.66000000e-01  7.59077583e-07  2.06671876e-07 
 6.72000000e-01  7.60314911e-07  2.05780490e-07 
 6.78000000e-01  7.61546916e-07  2.04897245e-07 
 6.84000000e-01  7.62773645e-07  2.04022041e-07 
 6.90000000e-01  7.63995148e-07  2.03154777e-07 
 6.96000000e-01  7.65211471e-07  2.02295353e-07 
 7.02000000e-01  7.66422661e-07  2.01443672e-07 
 7.08000000e-01  7.67628764e-07  2.00599636e-07 
 7.14000000e-01  7.68829826e-07  1.99763150e-07 
 7.20000000e-01  7.70025892e-07  1.98934119e-07 
 7.26000000e-01  7.71217006e-07  1.98112450e-07 
 7.32000000e-01  7.72403212e-07  1.97298051e-07 
 7.38000000e-01  7.73584553e-07  1.96490830e-07 
 7.44000000e-01  7.74761073e-07  1.95690698e-07 
 7.50000000e-01  7.75932813e-07  1.94897567e-07 
 7.56000000e-01  7.77099816e-07  1.94111349e-07 
 7.62000000e-01  7.78262122e-07  1.93331958e-07 
 7.68000000e-01  7.79419772e-07  1.92559309e-07 
 7.74000000e-01  7.80572806e-07  1.91793318e-07 
 7.80000000e-01  7.81721265e-07  1.91033902e-07 
 7.86000000e-01  7.82865187e-07  1.90280981e-07 
 7.92000000e-01  7.84004611e-07  1.89534474e-07 
 7.98000000e-01  7.85139575e-07  1.88794301e-07 
 8.04000000e-01  7.86270117e-07  1.88060385e-07 
 8.10000000e-01  7.87396275e-07  1.87332649e-07 
 8.16000000e-01  7.88518084e-07  1.86611017e-07 
 8.22000000e-01  7.89635582e-07  1.85895415e-07 
 8.28000000e-01  7.90748805e-07  1.85185769e-07 
 8.34000000e-01  7.91857788e-07  1.84482006e-07 
 8.40000000e-01  7.92962566e-07  1.83784055e-07 
 8.46000000e-01  7.94063173e-07  1.83091846e-07 
 8.52000000e-01  7.95159645e-07  1.82405309e-07 
 8.58000000e-01  7.96252014e-07  1.81724376e-07 
 8.64000000e-01  7.97340315e-07  1.81048979e-07 
 8.70000000e-01  7.98424580e-07  1.80379054e-07 
 8.76000000e-01  7.99504842e-07  1.79714533e-07 
 8.82000000e-01  8.00581133e-07  1.79055353e-07 
 8.88000000e-01  8.01653485e-07  1.78401451e-07 
 8.94000000e-01  8.02721929e-07  1.77752765e-07 
 9.00000000e-01  8.03786497e-07  1.77109232e-07 
 9.06000000e-01  8.04847219e-07  1.76470792e-07 
 9.12000000e-01  8.05904126e-07  1.75837386e-07 
 9.18000000e-01  8.06957248e-07  1.75208955e-07 
 9.24000000e-01  8.08006614e-07  1.74585441e-07 
 9.30000000e-01  8.09052253e-07  1.73966788e-07 
 9.36000000e-01  8.10094196e-07  1.73352939e-07 
 9.42000000e-01  8.11132469e-07  1.72743840e-07 
 9.48000000e-01  8.12167103e-07  1.72139435e-07 
 9.54000000e-01  8.13198124e-07  1.71539673e-07 
 9.60000000e-01  8.14225560e-07  1.70944499e-07 
 9.66000000e-01  8.15249439e-07  1.70353862e-07 
 9.72000000e-01  8.16269788e-07  1.69767711e-07 
 9.78000000e-01  8.17286634e-07  1.69185997e-07 
 9.84000000e-01  8.18300003e-07  1.68608670e-07 
 9.90000000e-01  8.19309921e-07  1.68035680e-07 
