DCXY        Vout        V(OUT)     
 1.5700E-04  1.1029E+00  1.1029E+00
 1.5800E-04  1.1045E+00  1.1045E+00
 1.5900E-04  1.1061E+00  1.1061E+00
 1.6000E-04  1.1077E+00  1.1077E+00
 1.6100E-04  1.1092E+00  1.1092E+00
 1.6200E-04  1.1108E+00  1.1108E+00
 1.6300E-04  1.1124E+00  1.1124E+00
 1.6400E-04  1.1140E+00  1.1140E+00
 1.6500E-04  1.1156E+00  1.1156E+00
 1.6600E-04  1.1172E+00  1.1172E+00
 1.6700E-04  1.1188E+00  1.1188E+00
 1.6800E-04  1.1204E+00  1.1204E+00
 1.6900E-04  1.1219E+00  1.1219E+00
 1.7000E-04  1.1235E+00  1.1235E+00
 1.7100E-04  1.1251E+00  1.1251E+00
 1.7200E-04  1.1267E+00  1.1267E+00
 1.7300E-04  1.1283E+00  1.1283E+00
 1.7400E-04  1.1299E+00  1.1299E+00
 1.7500E-04  1.1315E+00  1.1315E+00
 1.7600E-04  1.1331E+00  1.1331E+00
 1.7700E-04  1.1347E+00  1.1347E+00
 1.7800E-04  1.1363E+00  1.1363E+00
 1.7900E-04  1.1379E+00  1.1379E+00
 1.8000E-04  1.1395E+00  1.1395E+00
 1.8100E-04  1.1411E+00  1.1411E+00
 1.8200E-04  1.1427E+00  1.1427E+00
 1.8300E-04  1.1444E+00  1.1444E+00
 1.8400E-04  1.1460E+00  1.1460E+00
 1.8500E-04  1.1476E+00  1.1476E+00
 1.8600E-04  1.1492E+00  1.1492E+00
 1.8700E-04  1.1508E+00  1.1508E+00
 1.8800E-04  1.1524E+00  1.1524E+00
 1.8900E-04  1.1540E+00  1.1540E+00
 1.9000E-04  1.1556E+00  1.1556E+00
 1.9100E-04  1.1573E+00  1.1573E+00
 1.9200E-04  1.1589E+00  1.1589E+00
 1.9300E-04  1.1605E+00  1.1605E+00
 1.9400E-04  1.1621E+00  1.1621E+00
 1.9500E-04  1.1637E+00  1.1637E+00
 1.9600E-04  1.1654E+00  1.1654E+00
 1.9700E-04  1.1670E+00  1.1670E+00
 1.9800E-04  1.1686E+00  1.1686E+00
 1.9900E-04  1.1702E+00  1.1702E+00
 2.0000E-04  1.1719E+00  1.1719E+00
 2.0100E-04  1.1735E+00  1.1735E+00
 2.0200E-04  1.1751E+00  1.1751E+00
 2.0300E-04  1.1767E+00  1.1767E+00
 2.0400E-04  1.1784E+00  1.1784E+00
 2.0500E-04  1.1800E+00  1.1800E+00
 2.0600E-04  1.1816E+00  1.1816E+00
 2.0700E-04  1.1833E+00  1.1833E+00
 2.0800E-04  1.1849E+00  1.1849E+00
 2.0900E-04  1.1865E+00  1.1865E+00
 2.1000E-04  1.1882E+00  1.1882E+00
 2.1100E-04  1.1898E+00  1.1898E+00
 2.1200E-04  1.1914E+00  1.1914E+00
 2.1300E-04  1.1931E+00  1.1931E+00
 2.1400E-04  1.1947E+00  1.1947E+00
 2.1500E-04  1.1964E+00  1.1964E+00
 2.1600E-04  1.1980E+00  1.1980E+00
 2.1700E-04  1.1996E+00  1.1996E+00
 2.1800E-04  1.2013E+00  1.2013E+00
 2.1900E-04  1.2029E+00  1.2029E+00
 2.2000E-04  1.2046E+00  1.2046E+00
 2.2100E-04  1.2062E+00  1.2062E+00
 2.2200E-04  1.2078E+00  1.2078E+00
 2.2300E-04  1.2095E+00  1.2095E+00
 2.2400E-04  1.2111E+00  1.2111E+00
 2.2500E-04  1.2128E+00  1.2128E+00
 2.2600E-04  1.2144E+00  1.2144E+00
 2.2700E-04  1.2160E+00  1.2160E+00
 2.2800E-04  1.2177E+00  1.2177E+00
 2.2900E-04  1.2193E+00  1.2193E+00
 2.3000E-04  1.2209E+00  1.2209E+00
 2.3100E-04  1.2226E+00  1.2226E+00
 2.3200E-04  1.2242E+00  1.2242E+00
 2.3300E-04  1.2258E+00  1.2258E+00
 2.3400E-04  1.2275E+00  1.2275E+00
 2.3500E-04  1.2291E+00  1.2291E+00
 2.3600E-04  1.2307E+00  1.2307E+00
 2.3700E-04  1.2324E+00  1.2324E+00
 2.3800E-04  1.2340E+00  1.2340E+00
 2.3900E-04  1.2356E+00  1.2356E+00
 2.4000E-04  1.2372E+00  1.2372E+00
 2.4100E-04  1.2389E+00  1.2389E+00
 2.4200E-04  1.2405E+00  1.2405E+00
 2.4300E-04  1.2421E+00  1.2421E+00
 2.4400E-04  1.2437E+00  1.2437E+00
 2.4500E-04  1.2453E+00  1.2453E+00
 2.4600E-04  1.2469E+00  1.2469E+00
 2.4700E-04  1.2485E+00  1.2485E+00
 2.4800E-04  1.2501E+00  1.2501E+00
 2.4900E-04  1.2517E+00  1.2517E+00
 2.5000E-04  1.2533E+00  1.2533E+00
 2.5100E-04  1.2549E+00  1.2549E+00
 2.5200E-04  1.2565E+00  1.2565E+00
 2.5300E-04  1.2581E+00  1.2581E+00
 2.5400E-04  1.2596E+00  1.2596E+00
 2.5500E-04  1.2612E+00  1.2612E+00
 2.5600E-04  1.2628E+00  1.2628E+00
 2.5700E-04  1.2643E+00  1.2643E+00
 2.5800E-04  1.2659E+00  1.2659E+00
 2.5900E-04  1.2674E+00  1.2674E+00
 2.6000E-04  1.2689E+00  1.2689E+00
 2.6100E-04  1.2705E+00  1.2705E+00
 2.6200E-04  1.2720E+00  1.2720E+00
 2.6300E-04  1.2735E+00  1.2735E+00
 2.6400E-04  1.2750E+00  1.2750E+00
 2.6500E-04  1.2765E+00  1.2765E+00
 2.6600E-04  1.2780E+00  1.2780E+00
 2.6700E-04  1.2794E+00  1.2794E+00
 2.6800E-04  1.2809E+00  1.2809E+00
 2.6900E-04  1.2823E+00  1.2823E+00
 2.7000E-04  1.2838E+00  1.2838E+00
 2.7100E-04  1.2852E+00  1.2852E+00
 2.7200E-04  1.2866E+00  1.2866E+00
 2.7300E-04  1.2880E+00  1.2880E+00
 2.7400E-04  1.2894E+00  1.2894E+00
 2.7500E-04  1.2908E+00  1.2908E+00
 2.7600E-04  1.2921E+00  1.2921E+00
 2.7700E-04  1.2935E+00  1.2935E+00
 2.7800E-04  1.2948E+00  1.2948E+00
 2.7900E-04  1.2961E+00  1.2961E+00
 2.8000E-04  1.2974E+00  1.2974E+00
 2.8100E-04  1.2987E+00  1.2987E+00
 2.8200E-04  1.3000E+00  1.3000E+00
 2.8300E-04  1.3013E+00  1.3013E+00
 2.8400E-04  1.3025E+00  1.3025E+00
 2.8500E-04  1.3037E+00  1.3037E+00
 2.8600E-04  1.3050E+00  1.3050E+00
 2.8700E-04  1.3062E+00  1.3062E+00
 2.8800E-04  1.3073E+00  1.3073E+00
 2.8900E-04  1.3085E+00  1.3085E+00
 2.9000E-04  1.3097E+00  1.3097E+00
 2.9100E-04  1.3108E+00  1.3108E+00
 2.9200E-04  1.3119E+00  1.3119E+00
 2.9300E-04  1.3130E+00  1.3130E+00
 2.9400E-04  1.3141E+00  1.3141E+00
 2.9500E-04  1.3152E+00  1.3152E+00
 2.9600E-04  1.3162E+00  1.3162E+00
 2.9700E-04  1.3173E+00  1.3173E+00
 2.9800E-04  1.3183E+00  1.3183E+00
 2.9900E-04  1.3193E+00  1.3193E+00
 3.0000E-04  1.3203E+00  1.3203E+00
 3.0100E-04  1.3212E+00  1.3212E+00
 3.0200E-04  1.3222E+00  1.3222E+00
 3.0300E-04  1.3232E+00  1.3232E+00
 3.0400E-04  1.3241E+00  1.3241E+00
 3.0500E-04  1.3250E+00  1.3250E+00
 3.0600E-04  1.3259E+00  1.3259E+00
 3.0700E-04  1.3268E+00  1.3268E+00
 3.0800E-04  1.3277E+00  1.3277E+00
 3.0900E-04  1.3285E+00  1.3285E+00
 3.1000E-04  1.3294E+00  1.3294E+00
 3.1100E-04  1.3302E+00  1.3302E+00
 3.1200E-04  1.3310E+00  1.3310E+00
 3.1300E-04  1.3318E+00  1.3318E+00
 3.1400E-04  1.3326E+00  1.3326E+00
 3.1500E-04  1.3334E+00  1.3334E+00
 3.1600E-04  1.3342E+00  1.3342E+00
 3.1700E-04  1.3349E+00  1.3349E+00
 3.1800E-04  1.3357E+00  1.3357E+00
 3.1900E-04  1.3364E+00  1.3364E+00
 3.2000E-04  1.3371E+00  1.3371E+00
 3.2100E-04  1.3378E+00  1.3378E+00
 3.2200E-04  1.3385E+00  1.3385E+00
 3.2300E-04  1.3392E+00  1.3392E+00
 3.2400E-04  1.3399E+00  1.3399E+00
 3.2500E-04  1.3406E+00  1.3406E+00
 3.2600E-04  1.3412E+00  1.3412E+00
 3.2700E-04  1.3419E+00  1.3419E+00
 3.2800E-04  1.3425E+00  1.3425E+00
 3.2900E-04  1.3432E+00  1.3432E+00
 3.3000E-04  1.3438E+00  1.3438E+00
 3.3100E-04  1.3444E+00  1.3444E+00
 3.3200E-04  1.3450E+00  1.3450E+00
 3.3300E-04  1.3456E+00  1.3456E+00
 3.3400E-04  1.3462E+00  1.3462E+00
 3.3500E-04  1.3468E+00  1.3468E+00
 3.3600E-04  1.3473E+00  1.3473E+00
 3.3700E-04  1.3479E+00  1.3479E+00
 3.3800E-04  1.3485E+00  1.3485E+00
 3.3900E-04  1.3490E+00  1.3490E+00
 3.4000E-04  1.3496E+00  1.3496E+00
 3.4100E-04  1.3501E+00  1.3501E+00
 3.4200E-04  1.3506E+00  1.3506E+00
 3.4300E-04  1.3511E+00  1.3511E+00
 3.4400E-04  1.3517E+00  1.3517E+00
 3.4500E-04  1.3522E+00  1.3522E+00
 3.4600E-04  1.3527E+00  1.3527E+00
 3.4700E-04  1.3532E+00  1.3532E+00
 3.4800E-04  1.3536E+00  1.3536E+00
 3.4900E-04  1.3541E+00  1.3541E+00
 3.5000E-04  1.3546E+00  1.3546E+00
 3.5100E-04  1.3551E+00  1.3551E+00
 3.5200E-04  1.3555E+00  1.3555E+00
 3.5300E-04  1.3560E+00  1.3560E+00
 3.5400E-04  1.3565E+00  1.3565E+00
 3.5500E-04  1.3569E+00  1.3569E+00
 3.5600E-04  1.3574E+00  1.3574E+00
 3.5700E-04  1.3578E+00  1.3578E+00
 3.5800E-04  1.3582E+00  1.3582E+00
 3.5900E-04  1.3587E+00  1.3587E+00
 3.6000E-04  1.3591E+00  1.3591E+00
 3.6100E-04  1.3595E+00  1.3595E+00
 3.6200E-04  1.3599E+00  1.3599E+00
 3.6300E-04  1.3603E+00  1.3603E+00
 3.6400E-04  1.3607E+00  1.3607E+00
 3.6500E-04  1.3611E+00  1.3611E+00
 3.6600E-04  1.3615E+00  1.3615E+00
 3.6700E-04  1.3619E+00  1.3619E+00
 3.6800E-04  1.3623E+00  1.3623E+00
 3.6900E-04  1.3627E+00  1.3627E+00
 3.7000E-04  1.3631E+00  1.3631E+00
 3.7100E-04  1.3635E+00  1.3635E+00
 3.7200E-04  1.3638E+00  1.3638E+00
 3.7300E-04  1.3642E+00  1.3642E+00
 3.7400E-04  1.3646E+00  1.3646E+00
 3.7500E-04  1.3649E+00  1.3649E+00
 3.7600E-04  1.3653E+00  1.3653E+00
 3.7700E-04  1.3656E+00  1.3656E+00
 3.7800E-04  1.3660E+00  1.3660E+00
 3.7900E-04  1.3663E+00  1.3663E+00
 3.8000E-04  1.3667E+00  1.3667E+00
 3.8100E-04  1.3670E+00  1.3670E+00
 3.8200E-04  1.3674E+00  1.3674E+00
 3.8300E-04  1.3677E+00  1.3677E+00
 3.8400E-04  1.3680E+00  1.3680E+00
 3.8500E-04  1.3684E+00  1.3684E+00
 3.8600E-04  1.3687E+00  1.3687E+00
 3.8700E-04  1.3690E+00  1.3690E+00
 3.8800E-04  1.3693E+00  1.3693E+00
 3.8900E-04  1.3697E+00  1.3697E+00
 3.9000E-04  1.3700E+00  1.3700E+00
 3.9100E-04  1.3703E+00  1.3703E+00
 3.9200E-04  1.3706E+00  1.3706E+00
 3.9300E-04  1.3709E+00  1.3709E+00
 3.9400E-04  1.3712E+00  1.3712E+00
 3.9500E-04  1.3715E+00  1.3715E+00
 3.9600E-04  1.3718E+00  1.3718E+00
 3.9700E-04  1.3721E+00  1.3721E+00
 3.9800E-04  1.3724E+00  1.3724E+00
 3.9900E-04  1.3727E+00  1.3727E+00
 4.0000E-04  1.3730E+00  1.3730E+00
 4.0100E-04  1.3733E+00  1.3733E+00
