 frequency       inoise_spectrum onoise_spectrum
 4.55550561e+03  3.31149089e-07  7.54818587e-05 
 4.81866605e+03  3.22620951e-07  6.95337559e-05 
 5.09702863e+03  3.14345871e-07  6.40600252e-05 
 5.39147154e+03  3.06317216e-07  5.90228164e-05 
 5.70292370e+03  2.98528536e-07  5.43872690e-05 
 6.03236769e+03  2.90973563e-07  5.01212828e-05 
 6.38084285e+03  2.83646205e-07  4.61953040e-05 
 6.74944857e+03  2.76540537e-07  4.25821275e-05 
 7.13934775e+03  2.69650799e-07  3.92567138e-05 
 7.55177045e+03  2.62971391e-07  3.61960191e-05 
 7.98801781e+03  2.56496865e-07  3.33788387e-05 
 8.44946611e+03  2.50221923e-07  3.07856621e-05 
 8.93757115e+03  2.44141410e-07  2.83985388e-05 
 9.45387283e+03  2.38250311e-07  2.62009553e-05 
 1.00000000e+04  2.32543743e-07  2.41777207e-05 
 1.05776756e+04  2.27016954e-07  2.23148619e-05 
 1.11887221e+04  2.21665319e-07  2.05995259e-05 
 1.18350673e+04  2.16484330e-07  1.90198916e-05 
 1.25187503e+04  2.11469596e-07  1.75650864e-05 
 1.32419279e+04  2.06616839e-07  1.62251110e-05 
 1.40068818e+04  2.01921887e-07  1.49907692e-05 
 1.48160252e+04  1.97380673e-07  1.38536039e-05 
 1.56719108e+04  1.92989228e-07  1.28058375e-05 
 1.65772389e+04  1.88743679e-07  1.18403178e-05 
 1.75348655e+04  1.84640244e-07  1.09504675e-05 
 1.85478119e+04  1.80675229e-07  1.01302383e-05 
 1.96192737e+04  1.76845025e-07  9.37406813e-06 
 2.07526313e+04  1.73146103e-07  8.67684239e-06 
 2.19514602e+04  1.69575011e-07  8.03385776e-06 
 2.32195425e+04  1.66128372e-07  7.44078922e-06 
 2.45608788e+04  1.62802879e-07  6.89365960e-06 
 2.59797009e+04  1.59595294e-07  6.38881162e-06 
 2.74804848e+04  1.56502443e-07  5.92288213e-06 
 2.90679654e+04  1.53521216e-07  5.49277846e-06 
 3.07471508e+04  1.50648562e-07  5.09565663e-06 
 3.25233387e+04  1.47881487e-07  4.72890133e-06 
 3.44021326e+04  1.45217054e-07  4.39010752e-06 
 3.63894599e+04  1.42652380e-07  4.07706349e-06 
 3.84915902e+04  1.40184631e-07  3.78773529e-06 
 4.07151555e+04  1.37811026e-07  3.52025241e-06 
 4.30671707e+04  1.35528832e-07  3.27289460e-06 
 4.55550561e+04  1.33335361e-07  3.04407978e-06 
 4.81866605e+04  1.31227975e-07  2.83235290e-06 
 5.09702863e+04  1.29204078e-07  2.63637570e-06 
 5.39147154e+04  1.27261121e-07  2.45491726e-06 
 5.70292370e+04  1.25396599e-07  2.28684541e-06 
 6.03236769e+04  1.23608049e-07  2.13111868e-06 
 6.38084285e+04  1.21893052e-07  1.98677906e-06 
 6.74944857e+04  1.20249232e-07  1.85294520e-06 
 7.13934775e+04  1.18674257e-07  1.72880626e-06 
 7.55177045e+04  1.17165838e-07  1.61361620e-06 
 7.98801781e+04  1.15721727e-07  1.50668853e-06 
