 frequency       inoise_spectrum onoise_spectrum
 1.11588399e+08  7.02809971e-09  4.90824267e-08 
 1.24519708e+08  7.00285621e-09  4.88732795e-08 
 1.38949549e+08  6.98013883e-09  4.86740514e-08 
 1.55051578e+08  6.95969540e-09  4.84811295e-08 
 1.73019574e+08  6.94129616e-09  4.82906332e-08 
 1.93069773e+08  6.92473163e-09  4.80983089e-08 
 2.15443469e+08  6.90981059e-09  4.78994125e-08 
 2.40409918e+08  6.89635812e-09  4.76885759e-08 
 2.68269580e+08  6.88421366e-09  4.74596625e-08 
 2.99357729e+08  6.87322912e-09  4.72056143e-08 
 3.34048498e+08  6.86326695e-09  4.69182990e-08 
 3.72759372e+08  6.85419826e-09  4.65883733e-08 
 4.15956216e+08  6.84590079e-09  4.62051820e-08 
 4.64158883e+08  6.83825685e-09  4.57567280e-08 
 5.17947468e+08  6.83115099e-09  4.52297541e-08 
 5.77969288e+08  6.82446756e-09  4.46099910e-08 
 6.44946677e+08  6.81808789e-09  4.38826282e-08 
 7.19685673e+08  6.81188704e-09  4.30330595e-08 
 8.03085722e+08  6.80573013e-09  4.20479274e-08 
 8.96150502e+08  6.79946793e-09  4.09164439e-08 
 1.00000000e+09  6.79293172e-09  3.96318869e-08 
 1.11588399e+09  6.78592707e-09  3.81930853e-08 
 1.24519708e+09  6.77822659e-09  3.66056293e-08 
 1.38949549e+09  6.76956111e-09  3.48825147e-08 
 1.55051578e+09  6.75960936e-09  3.30439861e-08 
 1.73019574e+09  6.74798573e-09  3.11164845e-08 
 1.93069773e+09  6.73422608e-09  2.91308037e-08 
 2.15443469e+09  6.71777134e-09  2.71197444e-08 
 2.40409918e+09  6.69794928e-09  2.51156645e-08 
 2.68269580e+09  6.67395462e-09  2.31483121e-08 
 2.99357729e+09  6.64482853e-09  2.12432221e-08 
 3.34048498e+09  6.60943909e-09  1.94207943e-08 
 3.72759372e+09  6.56646539e-09  1.76960242e-08 
 4.15956216e+09  6.51438897e-09  1.60787539e-08 
 4.64158883e+09  6.45149831e-09  1.45742685e-08 
 5.17947468e+09  6.37591296e-09  1.31840707e-08 
 5.77969288e+09  6.28563557e-09  1.19066991e-08 
 6.44946677e+09  6.17863954e-09  1.07384999e-08 
 7.19685673e+09  6.05299826e-09  9.67430019e-09 
 8.03085722e+09  5.90705599e-09  8.70796418e-09 
 8.96150502e+09  5.73963193e-09  7.83282997e-09 
 1.00000000e+10  5.55023663e-09  7.04203962e-09 
