 v-sweep         ID              Gm             
 4.40000000e-01  5.77517430e-07  8.52676896e-06 
 4.50000000e-01  6.66795958e-07  9.33176423e-06 
 4.60000000e-01  7.64205561e-07  1.01526218e-05 
 4.70000000e-01  8.69894387e-07  1.09872840e-05 
 4.80000000e-01  9.83991070e-07  1.18339004e-05 
 4.90000000e-01  1.10660664e-06  1.26907943e-05 
 5.00000000e-01  1.23783611e-06  1.35564371e-05 
 5.10000000e-01  1.37775986e-06  1.44294272e-05 
 5.20000000e-01  1.52644483e-06  1.53084747e-05 
 5.30000000e-01  1.68394556e-06  1.61923887e-05 
 5.40000000e-01  1.85030514e-06  1.70800675e-05 
 5.50000000e-01  2.02555605e-06  1.79704901e-05 
 5.60000000e-01  2.20972093e-06  1.88627100e-05 
 5.70000000e-01  2.40281331e-06  1.97558490e-05 
 5.80000000e-01  2.60483825e-06  2.06490929e-05 
 5.90000000e-01  2.81579299e-06  2.15416863e-05 
 6.00000000e-01  3.03566747e-06  2.24329296e-05 
 6.10000000e-01  3.26444492e-06  2.33221748e-05 
 6.20000000e-01  3.50210231e-06  2.42088227e-05 
 6.30000000e-01  3.74861086e-06  2.50923193e-05 
 6.40000000e-01  4.00393648e-06  2.59721538e-05 
 6.50000000e-01  4.26804016e-06  2.68478551e-05 
 6.60000000e-01  4.53651871e-06  2.77189900e-05 
 6.70000000e-01  4.81806826e-06  2.85851606e-05 
 6.80000000e-01  5.10825501e-06  2.94460021e-05 
 6.90000000e-01  5.40702382e-06  3.03011805e-05 
 7.00000000e-01  5.71431637e-06  3.11503912e-05 
 7.10000000e-01  6.03007143e-06  3.19933567e-05 
 7.20000000e-01  6.35422514e-06  3.28298250e-05 
 7.30000000e-01  6.68671124e-06  3.36595678e-05 
 7.40000000e-01  7.02746133e-06  3.44823794e-05 
 7.50000000e-01  7.37640504e-06  3.52980747e-05 
 7.60000000e-01  7.73347026e-06  3.61064879e-05 
 7.70000000e-01  8.09858334e-06  3.69074716e-05 
 7.80000000e-01  8.47166922e-06  3.77008951e-05 
 7.90000000e-01  8.85265164e-06  3.84866435e-05 
 8.00000000e-01  9.24145326e-06  3.92646165e-05 
 8.10000000e-01  9.63799580e-06  4.00347275e-05 
 8.20000000e-01  1.00422002e-05  4.07969025e-05 
 8.30000000e-01  1.04539868e-05  4.15510791e-05 
 8.40000000e-01  1.08732751e-05  4.22972058e-05 
 8.50000000e-01  1.12999845e-05  4.30352413e-05 
 8.60000000e-01  1.17340339e-05  4.37651535e-05 
 8.70000000e-01  1.21753418e-05  4.44869187e-05 
 8.80000000e-01  1.26238266e-05  4.52005213e-05 
 8.90000000e-01  1.30794066e-05  4.59059529e-05 
 9.00000000e-01  1.35420001e-05  4.66032117e-05 
 9.10000000e-01  1.40115253e-05  4.72923022e-05 
 9.20000000e-01  1.44879006e-05  4.79732341e-05 
 9.30000000e-01  1.49710444e-05  4.86460224e-05 
 9.40000000e-01  1.54608753e-05  4.93106868e-05 
 9.50000000e-01  1.59573123e-05  4.99672509e-05 
 9.60000000e-01  1.64602744e-05  5.06157421e-05 
 9.70000000e-01  1.69696810e-05  5.12561913e-05 
 9.80000000e-01  1.74854518e-05  5.18886322e-05 
 9.90000000e-01  1.80075070e-05  5.25131012e-05 
 1.00000000e+00  1.85357670e-05  5.31296370e-05 
 1.01000000e+00  1.90701526e-05  5.37382803e-05 
 1.02000000e+00  1.96105852e-05  5.43390735e-05 
 1.03000000e+00  2.01569864e-05  5.49320604e-05 
 1.04000000e+00  2.07092784e-05  5.55172860e-05 
 1.05000000e+00  2.12673839e-05  5.60947963e-05 
 1.06000000e+00  2.18312258e-05  5.66646378e-05 
 1.07000000e+00  2.24007278e-05  5.72268576e-05 
 1.08000000e+00  2.29758138e-05  5.77815033e-05 
 1.09000000e+00  2.35564083e-05  5.83286221e-05 
 1.10000000e+00  2.41424364e-05  5.88682616e-05 
 1.11000000e+00  2.47338234e-05  5.94004689e-05 
 1.12000000e+00  2.53304953e-05  5.99252906e-05 
 1.13000000e+00  2.59323785e-05  6.04427729e-05 
 1.14000000e+00  2.65393997e-05  6.09529612e-05 
 1.15000000e+00  2.71514863e-05  6.14559000e-05 
 1.16000000e+00  2.77685660e-05  6.19516329e-05 
 1.17000000e+00  2.83905670e-05  6.24402024e-05 
 1.18000000e+00  2.90174178e-05  6.29216497e-05 
 1.19000000e+00  2.96490475e-05  6.33960148e-05 
 1.20000000e+00  3.02853853e-05  6.38633362e-05 
 1.21000000e+00  3.09263612e-05  6.43236508e-05 
 1.22000000e+00  3.15719051e-05  6.47769940e-05 
 1.23000000e+00  3.22219475e-05  6.52233995e-05 
 1.24000000e+00  3.28764193e-05  6.56628992e-05 
 1.25000000e+00  3.35352515e-05  6.60955231e-05 
 1.26000000e+00  3.41983756e-05  6.65212995e-05 
 1.27000000e+00  3.48657232e-05  6.69402545e-05 
 1.28000000e+00  3.55372262e-05  6.73524123e-05 
 1.29000000e+00  3.62128167e-05  6.77577948e-05 
 1.30000000e+00  3.68924272e-05  6.81564220e-05 
 1.31000000e+00  3.75759902e-05  6.85483117e-05 
 1.32000000e+00  3.82634384e-05  6.89334792e-05 
 1.33000000e+00  3.89547046e-05  6.93119379e-05 
 1.34000000e+00  3.96497219e-05  6.96836987e-05 
 1.35000000e+00  4.03484232e-05  7.00487702e-05 
 1.36000000e+00  4.10507419e-05  7.04071585e-05 
 1.37000000e+00  4.17566110e-05  7.07588677e-05 
 1.38000000e+00  4.24659638e-05  7.11038992e-05 
 1.39000000e+00  4.31787335e-05  7.14422522e-05 
 1.40000000e+00  4.38948533e-05  7.17739232e-05 
 1.41000000e+00  4.46142565e-05  7.20989066e-05 
 1.42000000e+00  4.53368760e-05  7.24171942e-05 
 1.43000000e+00  4.60626450e-05  7.27287757e-05 
 1.44000000e+00  4.67914963e-05  7.30336381e-05 
 1.45000000e+00  4.75233626e-05  7.33317661e-05 
 1.46000000e+00  4.82581765e-05  7.36231422e-05 
 1.47000000e+00  4.89958704e-05  7.39077465e-05 
 1.48000000e+00  4.97363766e-05  7.41855568e-05 
 1.49000000e+00  5.04796268e-05  7.44565486e-05 
 1.50000000e+00  5.12255530e-05  7.47206953e-05 
