 frequency       AmagdB          Aphdeg         
 3.84915902e+03  3.00882348e+01 -6.45830783e+00 
 4.07151555e+03  3.00817352e+01 -6.82798253e+00 
 4.30671707e+03  3.00744745e+01 -7.21839506e+00 
 4.55550561e+03  3.00663651e+01 -7.63063258e+00 
 4.81866605e+03  3.00573096e+01 -8.06582544e+00 
 5.09702863e+03  3.00472000e+01 -8.52514641e+00 
 5.39147154e+03  3.00359165e+01 -9.00980918e+00 
 5.70292370e+03  3.00233264e+01 -9.52106630e+00 
 6.03236769e+03  3.00092827e+01 -1.00602061e+01 
 6.38084285e+03  2.99936233e+01 -1.06285490e+01 
 6.74944857e+03  2.99761691e+01 -1.12274421e+01 
 7.13934775e+03  2.99567229e+01 -1.18582534e+01 
 7.55177045e+03  2.99350678e+01 -1.25223634e+01 
 7.98801781e+03  2.99109658e+01 -1.32211563e+01 
 8.44946611e+03  2.98841563e+01 -1.39560083e+01 
 8.93757115e+03  2.98543548e+01 -1.47282746e+01 
 9.45387283e+03  2.98212514e+01 -1.55392739e+01 
 1.00000000e+04  2.97845095e+01 -1.63902704e+01 
 1.05776756e+04  2.97437652e+01 -1.72824536e+01 
 1.11887221e+04  2.96986261e+01 -1.82169156e+01 
 1.18350673e+04  2.96486712e+01 -1.91946255e+01 
 1.25187503e+04  2.95934507e+01 -2.02164015e+01 
 1.32419279e+04  2.95324872e+01 -2.12828812e+01 
 1.40068818e+04  2.94652760e+01 -2.23944892e+01 
 1.48160252e+04  2.93912880e+01 -2.35514041e+01 
 1.56719108e+04  2.93099721e+01 -2.47535249e+01 
 1.65772389e+04  2.92207590e+01 -2.60004370e+01 
 1.75348655e+04  2.91230662e+01 -2.72913810e+01 
 1.85478119e+04  2.90163038e+01 -2.86252230e+01 
 1.96192737e+04  2.88998810e+01 -3.00004298e+01 
 2.07526313e+04  2.87732146e+01 -3.14150504e+01 
 2.19514602e+04  2.86357368e+01 -3.28667046e+01 
 2.32195425e+04  2.84869053e+01 -3.43525801e+01 
 2.45608788e+04  2.83262128e+01 -3.58694413e+01 
 2.59797009e+04  2.81531964e+01 -3.74136479e+01 
 2.74804848e+04  2.79674478e+01 -3.89811863e+01 
 2.90679654e+04  2.77686219e+01 -4.05677125e+01 
 3.07471508e+04  2.75564448e+01 -4.21686061e+01 
 3.25233387e+04  2.73307203e+01 -4.37790336e+01 
 3.44021326e+04  2.70913345e+01 -4.53940202e+01 
 3.63894599e+04  2.68382591e+01 -4.70085268e+01 
 3.84915902e+04  2.65715515e+01 -4.86175285e+01 
 4.07151555e+04  2.62913539e+01 -5.02160944e+01 
 4.30671707e+04  2.59978895e+01 -5.17994621e+01 
 4.55550561e+04  2.56914571e+01 -5.33631070e+01 
 4.81866605e+04  2.53724240e+01 -5.49028031e+01 
 5.09702863e+04  2.50412182e+01 -5.64146734e+01 
 5.39147154e+04  2.46983184e+01 -5.78952282e+01 
 5.70292370e+04  2.43442449e+01 -5.93413931e+01 
 6.03236769e+04  2.39795497e+01 -6.07505236e+01 
 6.38084285e+04  2.36048066e+01 -6.21204103e+01 
 6.74944857e+04  2.32206022e+01 -6.34492727e+01 
 7.13934775e+04  2.28275275e+01 -6.47357456e+01 
 7.55177045e+04  2.24261706e+01 -6.59788581e+01 
 7.98801781e+04  2.20171099e+01 -6.71780070e+01 
 8.44946611e+04  2.16009087e+01 -6.83329271e+01 
 8.93757115e+04  2.11781107e+01 -6.94436584e+01 
 9.45387283e+04  2.07492367e+01 -7.05105126e+01 
 1.00000000e+05  2.03147820e+01 -7.15340395e+01 
 1.05776756e+05  1.98752145e+01 -7.25149946e+01 
 1.11887221e+05  1.94309736e+01 -7.34543074e+01 
 1.18350673e+05  1.89824703e+01 -7.43530529e+01 
 1.25187503e+05  1.85300866e+01 -7.52124240e+01 
 1.32419279e+05  1.80741766e+01 -7.60337077e+01 
 1.40068818e+05  1.76150669e+01 -7.68182633e+01 
 1.48160252e+05  1.71530581e+01 -7.75675030e+01 
 1.56719108e+05  1.66884256e+01 -7.82828750e+01 
 1.65772389e+05  1.62214211e+01 -7.89658495e+01 
 1.75348655e+05  1.57522745e+01 -7.96179061e+01 
 1.85478119e+05  1.52811946e+01 -8.02405235e+01 
 1.96192737e+05  1.48083710e+01 -8.08351711e+01 
 2.07526313e+05  1.43339757e+01 -8.14033021e+01 
 2.19514602e+05  1.38581637e+01 -8.19463478e+01 
 2.32195425e+05  1.33810755e+01 -8.24657137e+01 
 2.45608788e+05  1.29028372e+01 -8.29627758e+01 
 2.59797009e+05  1.24235623e+01 -8.34388788e+01 
 2.74804848e+05  1.19433527e+01 -8.38953346e+01 
 2.90679654e+05  1.14622996e+01 -8.43334211e+01 
 3.07471508e+05  1.09804846e+01 -8.47543827e+01 
 3.25233387e+05  1.04979802e+01 -8.51594300e+01 
 3.44021326e+05  1.00148509e+01 -8.55497408e+01 
 3.63894599e+05  9.53115393e+00 -8.59264612e+01 
 3.84915902e+05  9.04693956e+00 -8.62907065e+01 
