 v-sweep         ID              Gm             
 1.11000000e+00  2.20069935e-05  5.27361532e-05 
 1.12000000e+00  2.25367477e-05  5.32075148e-05 
 1.13000000e+00  2.30711848e-05  5.36727841e-05 
 1.14000000e+00  2.36102440e-05  5.41320146e-05 
 1.15000000e+00  2.41538654e-05  5.45852598e-05 
 1.16000000e+00  2.47019891e-05  5.50325730e-05 
 1.17000000e+00  2.52545564e-05  5.54740070e-05 
 1.18000000e+00  2.58115085e-05  5.59096141e-05 
 1.19000000e+00  2.63727875e-05  5.63394460e-05 
 1.20000000e+00  2.69383359e-05  5.67635538e-05 
 1.21000000e+00  2.75080967e-05  5.71819876e-05 
 1.22000000e+00  2.80820135e-05  5.75947968e-05 
 1.23000000e+00  2.86600302e-05  5.80020298e-05 
 1.24000000e+00  2.92420912e-05  5.84037337e-05 
 1.25000000e+00  2.98281417e-05  5.87999547e-05 
 1.26000000e+00  3.04181269e-05  5.91907375e-05 
 1.27000000e+00  3.10119927e-05  5.95761256e-05 
 1.28000000e+00  3.16096854e-05  5.99561609e-05 
 1.29000000e+00  3.22111516e-05  6.03308840e-05 
 1.30000000e+00  3.28163385e-05  6.07003335e-05 
 1.31000000e+00  3.34251934e-05  6.10645467e-05 
 1.32000000e+00  3.40376643e-05  6.14235588e-05 
 1.33000000e+00  3.46536993e-05  6.17774031e-05 
 1.34000000e+00  3.52732468e-05  6.21261113e-05 
 1.35000000e+00  3.58962557e-05  6.24697125e-05 
 1.36000000e+00  3.65226751e-05  6.28082339e-05 
 1.37000000e+00  3.71524543e-05  6.31417006e-05 
 1.38000000e+00  3.77855428e-05  6.34701350e-05 
 1.39000000e+00  3.84218905e-05  6.37935574e-05 
 1.40000000e+00  3.90614474e-05  6.41119854e-05 
 1.41000000e+00  3.97041635e-05  6.44254339e-05 
 1.42000000e+00  4.03499893e-05  6.47339155e-05 
 1.43000000e+00  4.09988750e-05  6.50374397e-05 
 1.44000000e+00  4.16507711e-05  6.53360133e-05 
 1.45000000e+00  4.23056282e-05  6.56296400e-05 
 1.46000000e+00  4.29633969e-05  6.59183204e-05 
 1.47000000e+00  4.36240276e-05  6.62020518e-05 
 1.48000000e+00  4.42874709e-05  6.64808285e-05 
 1.49000000e+00  4.49536772e-05  6.67546412e-05 
 1.50000000e+00  4.56225968e-05  6.70234773e-05 
