 v-sweep         ID              Gds            
 4.50000000e-01  1.59983749e-05  2.24843833e-05 
 4.56000000e-01  1.61332227e-05  2.24639841e-05 
 4.62000000e-01  1.62679458e-05  2.24428562e-05 
 4.68000000e-01  1.64025399e-05  2.24210362e-05 
 4.74000000e-01  1.65370010e-05  2.23985595e-05 
 4.80000000e-01  1.66713252e-05  2.23754598e-05 
 4.86000000e-01  1.68055090e-05  2.23517697e-05 
 4.92000000e-01  1.69395488e-05  2.23275202e-05 
 4.98000000e-01  1.70734414e-05  2.23027412e-05 
 5.04000000e-01  1.72071838e-05  2.22774616e-05 
 5.10000000e-01  1.73407730e-05  2.22517087e-05 
 5.16000000e-01  1.74742062e-05  2.22255089e-05 
 5.22000000e-01  1.76074809e-05  2.21988875e-05 
 5.28000000e-01  1.77405945e-05  2.21718688e-05 
 5.34000000e-01  1.78735449e-05  2.21444759e-05 
 5.40000000e-01  1.80063298e-05  2.21167311e-05 
 5.46000000e-01  1.81389471e-05  2.20886557e-05 
 5.52000000e-01  1.82713949e-05  2.20602701e-05 
 5.58000000e-01  1.84036716e-05  2.20315939e-05 
 5.64000000e-01  1.85357752e-05  2.20026457e-05 
 5.70000000e-01  1.86677044e-05  2.19734435e-05 
 5.76000000e-01  1.87994576e-05  2.19440045e-05 
 5.82000000e-01  1.89310334e-05  2.19143450e-05 
 5.88000000e-01  1.90624306e-05  2.18844808e-05 
 5.94000000e-01  1.91936480e-05  2.18544271e-05 
 6.00000000e-01  1.93246845e-05  2.18241981e-05 
 6.06000000e-01  1.94555391e-05  2.17938077e-05 
 6.12000000e-01  1.95862108e-05  2.17632690e-05 
 6.18000000e-01  1.97166989e-05  2.17325949e-05 
 6.24000000e-01  1.98470025e-05  2.17017972e-05 
 6.30000000e-01  1.99771209e-05  2.16708877e-05 
 6.36000000e-01  2.01070536e-05  2.16398773e-05 
 6.42000000e-01  2.02367999e-05  2.16087768e-05 
 6.48000000e-01  2.03663593e-05  2.15775961e-05 
 6.54000000e-01  2.04957314e-05  2.15463451e-05 
 6.60000000e-01  2.06249157e-05  2.15150331e-05 
 6.66000000e-01  2.07539120e-05  2.14836688e-05 
 6.72000000e-01  2.08827199e-05  2.14522608e-05 
 6.78000000e-01  2.10113393e-05  2.14208172e-05 
 6.84000000e-01  2.11397699e-05  2.13893457e-05 
 6.90000000e-01  2.12680116e-05  2.13578539e-05 
 6.96000000e-01  2.13960642e-05  2.13263488e-05 
 7.02000000e-01  2.15239278e-05  2.12948372e-05 
 7.08000000e-01  2.16516023e-05  2.12633256e-05 
 7.14000000e-01  2.17790877e-05  2.12318201e-05 
 7.20000000e-01  2.19063841e-05  2.12003268e-05 
 7.26000000e-01  2.20334916e-05  2.11688512e-05 
 7.32000000e-01  2.21604102e-05  2.11373988e-05 
 7.38000000e-01  2.22871403e-05  2.11059747e-05 
 7.44000000e-01  2.24136818e-05  2.10745840e-05 
 7.50000000e-01  2.25400351e-05  2.10432312e-05 
 7.56000000e-01  2.26662005e-05  2.10119209e-05 
 7.62000000e-01  2.27921780e-05  2.09806574e-05 
 7.68000000e-01  2.29179682e-05  2.09494448e-05 
 7.74000000e-01  2.30435712e-05  2.09182869e-05 
 7.80000000e-01  2.31689874e-05  2.08871875e-05 
 7.86000000e-01  2.32942172e-05  2.08561502e-05 
 7.92000000e-01  2.34192609e-05  2.08251784e-05 
 7.98000000e-01  2.35441191e-05  2.07942752e-05 
 8.04000000e-01  2.36687920e-05  2.07634437e-05 
 8.10000000e-01  2.37932801e-05  2.07326869e-05 
 8.16000000e-01  2.39175839e-05  2.07020075e-05 
 8.22000000e-01  2.40417039e-05  2.06714082e-05 
 8.28000000e-01  2.41656405e-05  2.06408915e-05 
 8.34000000e-01  2.42893942e-05  2.06104599e-05 
 8.40000000e-01  2.44129657e-05  2.05801155e-05 
 8.46000000e-01  2.45363553e-05  2.05498605e-05 
 8.52000000e-01  2.46595636e-05  2.05196970e-05 
 8.58000000e-01  2.47825913e-05  2.04896270e-05 
 8.64000000e-01  2.49054388e-05  2.04596522e-05 
 8.70000000e-01  2.50281067e-05  2.04297745e-05 
 8.76000000e-01  2.51505957e-05  2.03999954e-05 
 8.82000000e-01  2.52729063e-05  2.03703166e-05 
 8.88000000e-01  2.53950391e-05  2.03407395e-05 
 8.94000000e-01  2.55169947e-05  2.03112656e-05 
 9.00000000e-01  2.56387739e-05  2.02818960e-05 
 9.06000000e-01  2.57603771e-05  2.02526322e-05 
 9.12000000e-01  2.58818050e-05  2.02234753e-05 
 9.18000000e-01  2.60030584e-05  2.01944263e-05 
 9.24000000e-01  2.61241377e-05  2.01654864e-05 
 9.30000000e-01  2.62450438e-05  2.01366565e-05 
 9.36000000e-01  2.63657771e-05  2.01079375e-05 
 9.42000000e-01  2.64863386e-05  2.00793302e-05 
 9.48000000e-01  2.66067287e-05  2.00508356e-05 
 9.54000000e-01  2.67269481e-05  2.00224543e-05 
 9.60000000e-01  2.68469977e-05  1.99941871e-05 
 9.66000000e-01  2.69668779e-05  1.99660346e-05 
 9.72000000e-01  2.70865896e-05  1.99379974e-05 
 9.78000000e-01  2.72061334e-05  1.99100762e-05 
 9.84000000e-01  2.73255101e-05  1.98822714e-05 
 9.90000000e-01  2.74447202e-05  1.98545835e-05 
 9.96000000e-01  2.75637646e-05  1.98270130e-05 
 1.00200000e+00  2.76826439e-05  1.97995603e-05 
 1.00800000e+00  2.78013589e-05  1.97722258e-05 
 1.01400000e+00  2.79199101e-05  1.97450098e-05 
 1.02000000e+00  2.80382985e-05  1.97179128e-05 
 1.02600000e+00  2.81565246e-05  1.96909349e-05 
 1.03200000e+00  2.82745892e-05  1.96640765e-05 
 1.03800000e+00  2.83924931e-05  1.96373378e-05 
 1.04400000e+00  2.85102368e-05  1.96107191e-05 
 1.05000000e+00  2.86278212e-05  1.95842206e-05 
 1.05600000e+00  2.87452470e-05  1.95578424e-05 
 1.06200000e+00  2.88625148e-05  1.95315847e-05 
 1.06800000e+00  2.89796255e-05  1.95054477e-05 
 1.07400000e+00  2.90965797e-05  1.94794316e-05 
 1.08000000e+00  2.92133782e-05  1.94535364e-05 
 1.08600000e+00  2.93300217e-05  1.94277623e-05 
 1.09200000e+00  2.94465109e-05  1.94021094e-05 
 1.09800000e+00  2.95628465e-05  1.93765777e-05 
 1.10400000e+00  2.96790293e-05  1.93511675e-05 
 1.11000000e+00  2.97950600e-05  1.93258787e-05 
 1.11600000e+00  2.99109394e-05  1.93007114e-05 
 1.12200000e+00  3.00266681e-05  1.92756657e-05 
 1.12800000e+00  3.01422469e-05  1.92507417e-05 
 1.13400000e+00  3.02576765e-05  1.92259395e-05 
 1.14000000e+00  3.03729577e-05  1.92012591e-05 
 1.14600000e+00  3.04880911e-05  1.91767005e-05 
 1.15200000e+00  3.06030776e-05  1.91522639e-05 
 1.15800000e+00  3.07179178e-05  1.91279494e-05 
 1.16400000e+00  3.08326125e-05  1.91037569e-05 
 1.17000000e+00  3.09471624e-05  1.90796867e-05 
 1.17600000e+00  3.10615683e-05  1.90557387e-05 
 1.18200000e+00  3.11758308e-05  1.90319130e-05 
 1.18800000e+00  3.12899507e-05  1.90082099e-05 
 1.19400000e+00  3.14039288e-05  1.89846293e-05 
 1.20000000e+00  3.15177658e-05  1.89611714e-05 
